temperature,humidity,gasPercentage,averageCO,averageMethane,label
30.0,73.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
31.0,75.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
32.0,76.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,75.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
34.0,75.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
35.0,74.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
35.0,73.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
36.0,73.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
36.0,71.0,0.05592142728955934,0.013423355840365147,0.00017147477471326475,fire
36.0,70.0,0.051501657503263354,0.012500441525504875,0.00016807592677843064,fire
36.0,69.0,0.051501657503263354,0.012500441525504875,0.00016807592677843064,fire
36.0,68.0,0.051501657503263354,0.012500441525504875,0.00016807592677843064,fire
36.0,66.0,0.051501657503263354,0.012500441525504875,0.00016807592677843064,fire
36.0,65.0,0.051501657503263354,0.012500441525504875,0.00016807592677843064,fire
36.0,63.0,0.051501657503263354,0.012702933641931403,0.00016845574922908733,fire
36.0,62.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
36.0,60.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
36.0,59.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
36.0,58.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
36.0,57.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
36.0,56.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
35.0,55.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
35.0,55.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
35.0,55.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
35.0,54.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
35.0,54.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
35.0,54.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
35.0,54.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
35.0,54.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
34.0,54.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
34.0,54.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
34.0,54.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
34.0,54.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
34.0,54.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
34.0,54.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
34.0,55.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
34.0,55.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
34.0,55.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
34.0,55.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,55.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,55.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,55.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,55.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,56.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,56.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,56.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,56.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,56.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,56.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
33.0,56.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
32.0,58.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
32.0,58.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
32.0,58.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
32.0,58.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
32.0,59.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
32.0,59.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
32.0,59.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
32.0,59.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,fire
32.0,60.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
32.0,60.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
32.0,60.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
32.0,60.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
32.0,60.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
32.0,61.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
32.0,61.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
32.0,61.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
32.0,61.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
32.0,61.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
32.0,61.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
31.0,61.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
31.0,61.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
31.0,61.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
31.0,62.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
31.0,62.0,0.05592142728955934,0.013767248273482555,0.00018656185930989146,normal
